title,url,date,adults_surveyed,results,agg_results_pct
Would you support or oppose weight loss drugs being provided on the NHS for unemployed people where losing weight may help them return to work?,https://yougov.co.uk/topics/health/survey-results/daily/2024/10/15/10a48/1,Conducted 15 October 2024,3352,"{'Strongly support': {'All': 14, 'Con': 11, 'Lab': 18, 'Lib Dem': 11, 'Reform': 13}, 'Somewhat support': {'All': 36, 'Con': 36, 'Lab': 43, 'Lib Dem': 41, 'Reform': 31}, 'Somewhat oppose': {'All': 17, 'Con': 23, 'Lab': 14, 'Lib Dem': 18, 'Reform': 18}, 'Strongly oppose': {'All': 17, 'Con': 20, 'Lab': 11, 'Lib Dem': 16, 'Reform': 31}, ""Don't know"": {'All': 16, 'Con': 10, 'Lab': 15, 'Lib Dem': 14, 'Reform': 8}}","{'All': {'support': 50, 'oppose': 34}, 'Con': {'support': 47, 'oppose': 43}, 'Lab': {'support': 61, 'oppose': 25}, 'Lib Dem': {'support': 52, 'oppose': 34}, 'Reform': {'support': 44, 'oppose': 49}}"
Would you support or oppose changing welfare rules so people aged under 22 can no longer claim a higher amount of universal credit if they have limited capability to work because of sickness or disability?,https://yougov.co.uk/topics/politics/survey-results/daily/2025/03/19/c5485/1,Conducted 19 March 2025,4889,"{'Strongly support': {'All': 17, 'Con': 28, 'Lab': 13, 'Lib Dem': 12, 'Reform': 32}, 'Somewhat support': {'All': 22, 'Con': 30, 'Lab': 21, 'Lib Dem': 25, 'Reform': 23}, 'Somewhat oppose': {'All': 19, 'Con': 14, 'Lab': 23, 'Lib Dem': 24, 'Reform': 12}, 'Strongly oppose': {'All': 19, 'Con': 6, 'Lab': 25, 'Lib Dem': 15, 'Reform': 12}, ""Don't know"": {'All': 24, 'Con': 21, 'Lab': 19, 'Lib Dem': 25, 'Reform': 21}}","{'All': {'support': 39, 'oppose': 38}, 'Con': {'support': 58, 'oppose': 20}, 'Lab': {'support': 34, 'oppose': 48}, 'Lib Dem': {'support': 37, 'oppose': 39}, 'Reform': {'support': 55, 'oppose': 24}}"
"Would you support or oppose the creation of new ‘intermediate courts’, covering cases involving a maximum sentence of two years as and other lower level crimes, with verdicts decided by a judge and two magistrates rather than a jury?",https://yougov.co.uk/topics/politics/survey-results/daily/2025/04/14/d57f5/2,Conducted 14 April 2025,7769,"{'Strongly support': {'All': 16, 'Con': 21, 'Lab': 18, 'Lib Dem': 18, 'Reform': 17}, 'Somewhat support': {'All': 44, 'Con': 49, 'Lab': 48, 'Lib Dem': 48, 'Reform': 38}, 'Somewhat oppose': {'All': 8, 'Con': 8, 'Lab': 8, 'Lib Dem': 9, 'Reform': 11}, 'Strongly oppose': {'All': 6, 'Con': 6, 'Lab': 4, 'Lib Dem': 3, 'Reform': 17}, ""Don't know"": {'All': 26, 'Con': 16, 'Lab': 22, 'Lib Dem': 21, 'Reform': 18}}","{'All': {'support': 60, 'oppose': 14}, 'Con': {'support': 70, 'oppose': 14}, 'Lab': {'support': 66, 'oppose': 12}, 'Lib Dem': {'support': 66, 'oppose': 12}, 'Reform': {'support': 55, 'oppose': 28}}"
"Would you support or oppose farmers striking by withholding non-perishable items, such as meat and certain crops, for a week as part of a protest against changes to inheritance tax changes on agricultural land?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/11/13/65557/2,Conducted 13 November 2024,4541,"{'Strongly support': {'All': 27, 'Con': 42, 'Lab': 15, 'Lib Dem': 20, 'Reform': 57}, 'Somewhat support': {'All': 25, 'Con': 30, 'Lab': 26, 'Lib Dem': 29, 'Reform': 19}, 'Somewhat oppose': {'All': 14, 'Con': 10, 'Lab': 16, 'Lib Dem': 18, 'Reform': 10}, 'Strongly oppose': {'All': 14, 'Con': 7, 'Lab': 22, 'Lib Dem': 17, 'Reform': 6}, ""Don't know"": {'All': 20, 'Con': 10, 'Lab': 20, 'Lib Dem': 16, 'Reform': 9}}","{'All': {'support': 52, 'oppose': 28}, 'Con': {'support': 72, 'oppose': 17}, 'Lab': {'support': 41, 'oppose': 38}, 'Lib Dem': {'support': 49, 'oppose': 35}, 'Reform': {'support': 76, 'oppose': 16}}"
Would you support or oppose drivers aged under 21 being banned from carrying passengers under 21 for the first six months after they pass their driving test?,https://yougov.co.uk/topics/travel/survey-results/daily/2024/10/22/c28e1/2,Conducted 22 October 2024,5931,"{'Strongly support': {'All': 31, 'Con': 42, 'Lab': 29, 'Lib Dem': 32, 'Reform': 34}, 'Somewhat support': {'All': 30, 'Con': 33, 'Lab': 33, 'Lib Dem': 31, 'Reform': 25}, 'Somewhat oppose': {'All': 16, 'Con': 11, 'Lab': 19, 'Lib Dem': 19, 'Reform': 19}, 'Strongly oppose': {'All': 11, 'Con': 7, 'Lab': 9, 'Lib Dem': 11, 'Reform': 14}, ""Don't know"": {'All': 13, 'Con': 8, 'Lab': 11, 'Lib Dem': 7, 'Reform': 9}}","{'All': {'support': 61, 'oppose': 27}, 'Con': {'support': 75, 'oppose': 18}, 'Lab': {'support': 62, 'oppose': 28}, 'Lib Dem': {'support': 63, 'oppose': 30}, 'Reform': {'support': 59, 'oppose': 33}}"
Do you support or oppose junior doctors being offered a pay offer equivalent to an average increase of 22% over two years?,https://yougov.co.uk/topics/politics/survey-results/daily/2024/07/30/65187/2,Conducted 30 July 2024,3189,"{'Strongly support': {'All': 23, 'Con': 8, 'Lab': 37, 'Lib Dem': 29, 'Reform': 10}, 'Tend to support': {'All': 36, 'Con': 30, 'Lab': 43, 'Lib Dem': 47, 'Reform': 25}, 'Tend to oppose': {'All': 16, 'Con': 29, 'Lab': 9, 'Lib Dem': 13, 'Reform': 25}, 'Strongly oppose': {'All': 12, 'Con': 23, 'Lab': 3, 'Lib Dem': 5, 'Reform': 30}, 'Don’t know': {'All': 13, 'Con': 10, 'Lab': 7, 'Lib Dem': 6, 'Reform': 10}}","{'All': {'support': 23, 'oppose': 12}, 'Con': {'support': 8, 'oppose': 23}, 'Lab': {'support': 37, 'oppose': 3}, 'Lib Dem': {'support': 29, 'oppose': 5}, 'Reform': {'support': 10, 'oppose': 30}}"
"Would you support or oppose a 25p charge being introduced on single-use disposable beverage cups, such as those you get from a coffee shop?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/08/23/c4ad2/2,Conducted 23 August 2024,5554,"{'Strongly support': {'All': 20, 'Con': 19, 'Lab': 26, 'Lib Dem': 24, 'Reform': 15}, 'Somewhat support': {'All': 26, 'Con': 29, 'Lab': 27, 'Lib Dem': 37, 'Reform': 18}, 'Somewhat oppose': {'All': 18, 'Con': 16, 'Lab': 16, 'Lib Dem': 18, 'Reform': 22}, 'Strongly oppose': {'All': 23, 'Con': 24, 'Lab': 19, 'Lib Dem': 12, 'Reform': 35}, ""Don't know"": {'All': 13, 'Con': 12, 'Lab': 12, 'Lib Dem': 9, 'Reform': 11}}","{'All': {'support': 46, 'oppose': 41}, 'Con': {'support': 48, 'oppose': 40}, 'Lab': {'support': 53, 'oppose': 35}, 'Lib Dem': {'support': 61, 'oppose': 30}, 'Reform': {'support': 33, 'oppose': 57}}"
"Would you support or oppose allowing councils in Wales to levy a 'tourist tax' in the form of a small additional charge per night on all hotel, B&B and short term let stays in their area?",https://yougov.co.uk/topics/travel/survey-results/daily/2024/11/25/c3047/1,Conducted 25 November 2024,4081,"{'Strongly support': {'All': 9, 'Con': 6, 'Lab': 13, 'Lib Dem': 13, 'Reform': 4}, 'Somewhat support': {'All': 26, 'Con': 21, 'Lab': 36, 'Lib Dem': 34, 'Reform': 15}, 'Somewhat oppose': {'All': 21, 'Con': 25, 'Lab': 17, 'Lib Dem': 24, 'Reform': 24}, 'Strongly oppose': {'All': 23, 'Con': 33, 'Lab': 16, 'Lib Dem': 12, 'Reform': 40}, ""Don't know"": {'All': 21, 'Con': 15, 'Lab': 18, 'Lib Dem': 17, 'Reform': 17}}","{'All': {'support': 35, 'oppose': 44}, 'Con': {'support': 27, 'oppose': 58}, 'Lab': {'support': 49, 'oppose': 33}, 'Lib Dem': {'support': 47, 'oppose': 36}, 'Reform': {'support': 19, 'oppose': 64}}"
Currently cars that use petrol or diesel fuel are set to be banned in favour of electric cars by 2030. Would you support or oppose allowing hybrid cars - which use a combined fuel-electric engine - to remain on sale until 2035?,https://yougov.co.uk/topics/politics/survey-results/daily/2025/04/07/5bcf9/2,Conducted 7 April 2025,3806,"{'Strongly support': {'All': 41, 'Con': 55, 'Lab': 40, 'Lib Dem': 37, 'Reform': 56}, 'Somewhat support': {'All': 28, 'Con': 23, 'Lab': 34, 'Lib Dem': 38, 'Reform': 17}, 'Somewhat oppose': {'All': 9, 'Con': 10, 'Lab': 9, 'Lib Dem': 10, 'Reform': 4}, 'Strongly oppose': {'All': 8, 'Con': 7, 'Lab': 6, 'Lib Dem': 5, 'Reform': 13}, ""Don't know"": {'All': 14, 'Con': 5, 'Lab': 11, 'Lib Dem': 10, 'Reform': 10}}","{'All': {'support': 69, 'oppose': 17}, 'Con': {'support': 78, 'oppose': 17}, 'Lab': {'support': 74, 'oppose': 15}, 'Lib Dem': {'support': 75, 'oppose': 15}, 'Reform': {'support': 73, 'oppose': 17}}"
"Do you support or oppose train drivers being offered a pay increase of 4.5%, as well as a backdated increase for the past five years averaging 4.9%?",https://yougov.co.uk/topics/travel/survey-results/daily/2024/08/16/72319/2,Conducted 16 August 2024,5196,"{'Strongly support': {'All': 13, 'Con': 3, 'Lab': 21, 'Lib Dem': 14, 'Reform': 5}, 'Tend to support': {'All': 30, 'Con': 18, 'Lab': 44, 'Lib Dem': 37, 'Reform': 17}, 'Tend to oppose': {'All': 22, 'Con': 31, 'Lab': 15, 'Lib Dem': 25, 'Reform': 32}, 'Strongly oppose': {'All': 19, 'Con': 40, 'Lab': 9, 'Lib Dem': 11, 'Reform': 37}, ""Don't know"": {'All': 15, 'Con': 9, 'Lab': 12, 'Lib Dem': 13, 'Reform': 9}}","{'All': {'support': 13, 'oppose': 19}, 'Con': {'support': 3, 'oppose': 40}, 'Lab': {'support': 21, 'oppose': 9}, 'Lib Dem': {'support': 14, 'oppose': 11}, 'Reform': {'support': 5, 'oppose': 37}}"
"Do you support or oppose winter fuel payments to pensioners being means-tested, so they only go to those on pension credit or other means-tested benefits?",https://yougov.co.uk/topics/economy/survey-results/daily/2024/09/10/395e5/1,Conducted 10 September 2024,5264,"{'Strongly support': {'All': 17, 'Con': 11, 'Lab': 22, 'Lib Dem': 21, 'Reform': 12}, 'Tend to support': {'All': 29, 'Con': 21, 'Lab': 39, 'Lib Dem': 34, 'Reform': 15}, 'Tend to oppose': {'All': 15, 'Con': 15, 'Lab': 13, 'Lib Dem': 15, 'Reform': 15}, 'Strongly oppose': {'All': 29, 'Con': 49, 'Lab': 17, 'Lib Dem': 19, 'Reform': 53}, 'Don’t know': {'All': 11, 'Con': 4, 'Lab': 8, 'Lib Dem': 12, 'Reform': 4}}","{'All': {'support': 17, 'oppose': 29}, 'Con': {'support': 11, 'oppose': 49}, 'Lab': {'support': 22, 'oppose': 17}, 'Lib Dem': {'support': 21, 'oppose': 19}, 'Reform': {'support': 12, 'oppose': 53}}"
"From what you’ve read and heard, do you support or oppose the Conservative Party’s plan to send some migrants to Rwanda?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/06/27/21cd6/1,Conducted 27 June 2024,5439,"{'Strongly support': {'All': 21, 'Lab': 6, 'Con': 40, 'LD': 4, 'Remain': 8, 'Leave': 36}, 'Tend to support': {'All': 19, 'Lab': 8, 'Con': 30, 'LD': 11, 'Remain': 12, 'Leave': 27}, 'Tend to oppose': {'All': 12, 'Lab': 14, 'Con': 10, 'LD': 20, 'Remain': 15, 'Leave': 11}, 'Strongly oppose': {'All': 31, 'Lab': 59, 'Con': 8, 'LD': 55, 'Remain': 53, 'Leave': 13}, 'Don’t know': {'All': 17, 'Lab': 13, 'Con': 12, 'LD': 10, 'Remain': 12, 'Leave': 13}}","{'All': {'support': 21, 'oppose': 31}, 'Lab': {'support': 6, 'oppose': 59}, 'Con': {'support': 40, 'oppose': 8}, 'LD': {'support': 4, 'oppose': 55}, 'Remain': {'support': 8, 'oppose': 53}, 'Leave': {'support': 36, 'oppose': 13}}"
"Would you support or oppose changing the daylight time system in the UK so that clocks remain one hour ahead of GMT in winter, and are set two hours ahead of GMT from the spring, meaning that it would remain lighter in the evenings for longer?",https://yougov.co.uk/topics/society/survey-results/daily/2025/03/27/76093/2,Conducted 27 March 2025,4344,"{'Strongly support': {'All': 18, 'Con': 20, 'Lab': 19, 'Lib Dem': 19, 'Reform': 21}, 'Somewhat support': {'All': 26, 'Con': 28, 'Lab': 26, 'Lib Dem': 27, 'Reform': 26}, 'Somewhat oppose': {'All': 15, 'Con': 16, 'Lab': 17, 'Lib Dem': 17, 'Reform': 13}, 'Strongly oppose': {'All': 14, 'Con': 16, 'Lab': 13, 'Lib Dem': 14, 'Reform': 15}, 'Don’t know': {'All': 27, 'Con': 20, 'Lab': 26, 'Lib Dem': 23, 'Reform': 25}}","{'All': {'support': 44, 'oppose': 29}, 'Con': {'support': 48, 'oppose': 32}, 'Lab': {'support': 45, 'oppose': 30}, 'Lib Dem': {'support': 46, 'oppose': 31}, 'Reform': {'support': 47, 'oppose': 28}}"
"Imagine a medical procedure exists that completely separates a person’s work and personal memories, so they have no recollection of their job while outside of work and no personal memories while at work. Would you support or oppose allowing people to voluntarily undergo this procedure?",https://yougov.co.uk/topics/society/survey-results/daily/2025/02/10/5de57/1,Conducted 10 February 2025,4408,"{'Strongly support': {'All': 4, 'Con': 1, 'Lab': 4, 'Lib Dem': 2, 'Reform': 4}, 'Somewhat support': {'All': 11, 'Con': 9, 'Lab': 14, 'Lib Dem': 8, 'Reform': 9}, 'Somewhat oppose': {'All': 15, 'Con': 14, 'Lab': 15, 'Lib Dem': 14, 'Reform': 15}, 'Strongly oppose': {'All': 56, 'Con': 65, 'Lab': 56, 'Lib Dem': 65, 'Reform': 59}, ""Don't know"": {'All': 14, 'Con': 11, 'Lab': 11, 'Lib Dem': 11, 'Reform': 13}}","{'All': {'support': 15, 'oppose': 71}, 'Con': {'support': 10, 'oppose': 79}, 'Lab': {'support': 18, 'oppose': 71}, 'Lib Dem': {'support': 10, 'oppose': 79}, 'Reform': {'support': 13, 'oppose': 74}}"
Would you support or oppose requiring businesses to pay a higher rate of national insurance for foreign workers than British workers?,https://yougov.co.uk/topics/politics/survey-results/daily/2024/06/14/d06bd/3,Conducted 14 June 2024,6073,"{'Strongly support': {'All': 17, 'Lab': 10, 'Con': 25, 'LD': 8, 'Remain': 9, 'Leave': 27}, 'Somewhat support': {'All': 24, 'Lab': 21, 'Con': 32, 'LD': 24, 'Remain': 22, 'Leave': 30}, 'Somewhat oppose': {'All': 17, 'Lab': 21, 'Con': 13, 'LD': 22, 'Remain': 22, 'Leave': 12}, 'Strongly oppose': {'All': 13, 'Lab': 17, 'Con': 10, 'LD': 14, 'Remain': 16, 'Leave': 9}, ""Don't know"": {'All': 30, 'Lab': 31, 'Con': 20, 'LD': 33, 'Remain': 30, 'Leave': 23}}","{'All': {'support': 41, 'oppose': 30}, 'Lab': {'support': 31, 'oppose': 38}, 'Con': {'support': 57, 'oppose': 23}, 'LD': {'support': 32, 'oppose': 36}, 'Remain': {'support': 31, 'oppose': 38}, 'Leave': {'support': 57, 'oppose': 21}}"
"Currently, all school children in England who are in reception, Year 1 and Year 2 are eligible for free school meals. Would you support or oppose changing this policy so that only those from lower income households are eligible for free school meals?",https://yougov.co.uk/topics/society/survey-results/daily/2025/03/24/410e8/2,Conducted 24 March 2025,3722,"{'Strongly support': {'All': 20, 'Con': 23, 'Lab': 18, 'Lib Dem': 15, 'Reform': 27}, 'Somewhat support': {'All': 25, 'Con': 28, 'Lab': 24, 'Lib Dem': 26, 'Reform': 30}, 'Somewhat oppose': {'All': 19, 'Con': 17, 'Lab': 26, 'Lib Dem': 20, 'Reform': 14}, 'Strongly oppose': {'All': 24, 'Con': 21, 'Lab': 24, 'Lib Dem': 23, 'Reform': 20}, ""Don't know"": {'All': 12, 'Con': 11, 'Lab': 9, 'Lib Dem': 17, 'Reform': 9}}","{'All': {'support': 45, 'oppose': 43}, 'Con': {'support': 51, 'oppose': 38}, 'Lab': {'support': 42, 'oppose': 50}, 'Lib Dem': {'support': 41, 'oppose': 43}, 'Reform': {'support': 57, 'oppose': 34}}"
"Do you support or oppose winter fuel payments to pensioners being means-tested, so they only go to those on pension credit or other means-tested benefits?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/07/30/65187/1,Conducted 30 July 2024,3189,"{'Strongly support': {'All': 19, 'Con': 12, 'Lab': 27, 'Lib Dem': 22, 'Reform': 16}, 'Tend to support': {'All': 28, 'Con': 29, 'Lab': 34, 'Lib Dem': 38, 'Reform': 23}, 'Tend to oppose': {'All': 14, 'Con': 16, 'Lab': 12, 'Lib Dem': 12, 'Reform': 11}, 'Strongly oppose': {'All': 24, 'Con': 39, 'Lab': 13, 'Lib Dem': 18, 'Reform': 41}, 'Don’t know': {'All': 15, 'Con': 4, 'Lab': 14, 'Lib Dem': 10, 'Reform': 8}}","{'All': {'support': 19, 'oppose': 24}, 'Con': {'support': 12, 'oppose': 39}, 'Lab': {'support': 27, 'oppose': 13}, 'Lib Dem': {'support': 22, 'oppose': 18}, 'Reform': {'support': 16, 'oppose': 41}}"
"Currently Ofsted school inspections include an overall rating for the school (either outstanding, good, needs improvement, inadequate). Would you support or oppose this overall rating being removed and replaced with a more detailed “report card”?",https://yougov.co.uk/topics/society/survey-results/daily/2024/09/02/f3665/1,Conducted 2 September 2024,3379,"{'Strongly support': {'All': 34, 'Con': 27, 'Lab': 47, 'Lib Dem': 44, 'Reform': 21}, 'Tend to support': {'All': 34, 'Con': 39, 'Lab': 31, 'Lib Dem': 35, 'Reform': 37}, 'Tend to oppose': {'All': 7, 'Con': 7, 'Lab': 5, 'Lib Dem': 6, 'Reform': 10}, 'Strongly oppose': {'All': 3, 'Con': 7, 'Lab': 2, 'Lib Dem': 2, 'Reform': 7}, 'Don’t know': {'All': 23, 'Con': 20, 'Lab': 14, 'Lib Dem': 13, 'Reform': 25}}","{'All': {'support': 34, 'oppose': 3}, 'Con': {'support': 27, 'oppose': 7}, 'Lab': {'support': 47, 'oppose': 2}, 'Lib Dem': {'support': 44, 'oppose': 2}, 'Reform': {'support': 21, 'oppose': 7}}"
"Would you support or oppose Britain doing a deal with the EU where people aged between 18‑30 would be able to live, work or study in an EU country for up to four years, and EU citizens aged 18-30 would have the same rights to live, work or study in the UK?",https://yougov.co.uk/topics/international/survey-results/daily/2025/02/04/01be8/1,Conducted 4 February 2025,4505,"{'Strongly support': {'All': 34, 'Con': 19, 'Lab': 53, 'Lib Dem': 52, 'Reform': 7}, 'Tend to support': {'All': 33, 'Con': 40, 'Lab': 33, 'Lib Dem': 32, 'Reform': 27}, 'Tend to oppose': {'All': 7, 'Con': 12, 'Lab': 4, 'Lib Dem': 2, 'Reform': 15}, 'Strongly oppose': {'All': 10, 'Con': 16, 'Lab': 2, 'Lib Dem': 3, 'Reform': 37}, ""Don't know"": {'All': 16, 'Con': 14, 'Lab': 8, 'Lib Dem': 11, 'Reform': 14}}","{'All': {'support': 34, 'oppose': 10}, 'Con': {'support': 19, 'oppose': 16}, 'Lab': {'support': 53, 'oppose': 2}, 'Lib Dem': {'support': 52, 'oppose': 3}, 'Reform': {'support': 7, 'oppose': 37}}"
"Do you support or oppose the law changing so plastic bottles have to have ‘tethered caps’, i.e. the lids must remain partially attached the bottle so they can’t come off entirely?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/07/09/df317/3,Conducted 9 July 2024,4938,"{'Strongly support': {'All': 21, 'Lab': 24, 'Con': 20, 'LD': 27, 'Remain': 23, 'Leave': 21}, 'Tend to support': {'All': 32, 'Lab': 35, 'Con': 33, 'LD': 35, 'Remain': 35, 'Leave': 31}, 'Tend to oppose': {'All': 16, 'Lab': 13, 'Con': 17, 'LD': 16, 'Remain': 14, 'Leave': 17}, 'Strongly oppose': {'All': 13, 'Lab': 11, 'Con': 15, 'LD': 11, 'Remain': 11, 'Leave': 15}, 'Don’t know': {'All': 18, 'Lab': 17, 'Con': 16, 'LD': 11, 'Remain': 16, 'Leave': 15}}","{'All': {'support': 21, 'oppose': 13}, 'Lab': {'support': 24, 'oppose': 11}, 'Con': {'support': 20, 'oppose': 15}, 'LD': {'support': 27, 'oppose': 11}, 'Remain': {'support': 23, 'oppose': 11}, 'Leave': {'support': 21, 'oppose': 15}}"
"Currently a crime can be considered a “hate crime” if committed against someone because of their race, religion, sexual orientation, disability or transgender identity. Would you support or oppose including crimes committed against someone because of their sex or gender to this list?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/08/19/f228d/2,Conducted 19 August 2024,4510,"{'Strongly support': {'All': 35, 'Con': 27, 'Lab': 49, 'Lib Dem': 44, 'Reform': 16}, 'Tend to support': {'All': 30, 'Con': 35, 'Lab': 31, 'Lib Dem': 35, 'Reform': 21}, 'Tend to oppose': {'All': 10, 'Con': 14, 'Lab': 6, 'Lib Dem': 7, 'Reform': 19}, 'Strongly oppose': {'All': 9, 'Con': 8, 'Lab': 4, 'Lib Dem': 3, 'Reform': 28}, ""Don't know"": {'All': 16, 'Con': 16, 'Lab': 11, 'Lib Dem': 10, 'Reform': 17}}","{'All': {'support': 35, 'oppose': 9}, 'Con': {'support': 27, 'oppose': 8}, 'Lab': {'support': 49, 'oppose': 4}, 'Lib Dem': {'support': 44, 'oppose': 3}, 'Reform': {'support': 16, 'oppose': 28}}"
"Supervised injection facilities are centres that provide a sterile environment in which people who are addicted to drugs are provided with clean injecting equipment, a place to dispose of injecting equipment, with medical staff on hand to supervise consumption of drugs in case of overdose. Would you support or oppose the establishment of supervised injection facilities in the UK?",https://yougov.co.uk/topics/health/survey-results/daily/2024/08/22/a8e0c/1,Conducted 22 August 2024,5516,"{'Strongly support': {'All': 22, 'Con': 13, 'Lab': 29, 'Lib Dem': 28, 'Reform': 13}, 'Somewhat support': {'All': 39, 'Con': 44, 'Lab': 43, 'Lib Dem': 49, 'Reform': 31}, 'Somewhat oppose': {'All': 12, 'Con': 12, 'Lab': 11, 'Lib Dem': 8, 'Reform': 13}, 'Strongly oppose': {'All': 12, 'Con': 15, 'Lab': 6, 'Lib Dem': 5, 'Reform': 25}, ""Don't know"": {'All': 16, 'Con': 17, 'Lab': 11, 'Lib Dem': 10, 'Reform': 17}}","{'All': {'support': 61, 'oppose': 24}, 'Con': {'support': 57, 'oppose': 27}, 'Lab': {'support': 72, 'oppose': 17}, 'Lib Dem': {'support': 77, 'oppose': 13}, 'Reform': {'support': 44, 'oppose': 38}}"
